ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,http_trans_depth,http_request_body_len,http_response_body_len,http_status_code
1748221598.887514,64.233.190.139,443,192.168.18.14,56742,udp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221598.887851,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,219,0,desconocido,0,1,219,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.06171,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,105,0,desconocido,0,1,105,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.062081,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.062081,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,584,0,desconocido,0,1,584,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.062107,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.062107,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,145,0,desconocido,0,1,145,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.234764,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.234764,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.237157,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.237157,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,765,0,desconocido,0,1,765,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.237183,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.24446,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.24446,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,571,0,desconocido,0,1,571,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.417396,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.545782,192.168.18.14,49804,142.251.132.138,443,udp,desconocido,0,71,0,desconocido,0,1,71,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.623193,192.168.18.14,46321,104.18.1.181,443,tcp,desconocido,0,89,0,desconocido,0,1,89,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.667995,104.18.1.181,443,192.168.18.14,46321,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682321,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682354,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682387,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682387,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682418,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682418,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682435,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.682473,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.739849,142.251.132.138,443,192.168.18.14,49804,udp,desconocido,0,67,0,desconocido,0,1,67,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.748344,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221599.750966,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.110665,20.69.137.228,443,192.168.18.14,41429,tcp,desconocido,0,1212,0,desconocido,0,1,1212,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.1548,192.168.18.14,41429,20.69.137.228,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.304764,162.159.133.234,443,192.168.18.14,46254,tcp,desconocido,0,94,0,desconocido,0,1,94,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.355085,192.168.18.14,46254,162.159.133.234,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.681932,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.681958,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.681976,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.681993,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.682009,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.682027,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.682043,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.682059,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221600.748449,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.305756,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.351435,192.168.18.14,49804,142.251.132.138,443,udp,desconocido,0,71,0,desconocido,0,1,71,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.401185,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.40124,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.401432,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,428,0,desconocido,0,1,428,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.496362,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.497058,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,169,0,desconocido,0,1,169,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.497521,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,264,0,desconocido,0,1,264,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.545125,142.251.132.138,443,192.168.18.14,49804,udp,desconocido,0,67,0,desconocido,0,1,67,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.593587,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,108,0,desconocido,0,1,108,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.593695,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,156,0,desconocido,0,1,156,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681751,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681783,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.6818,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681829,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681845,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681862,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681879,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.681896,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697676,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,1452,0,desconocido,0,1,1452,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697715,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,1452,0,desconocido,0,1,1452,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697715,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697728,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697756,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,1389,0,desconocido,0,1,1389,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697756,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,88,0,desconocido,0,1,88,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697764,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.697972,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.698643,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.748278,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.796569,104.21.85.34,443,192.168.18.14,41431,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.796599,192.168.18.14,41431,104.21.85.34,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.801507,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.801542,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.801707,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,420,0,desconocido,0,1,420,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.905265,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.907021,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.907021,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,1372,0,desconocido,0,1,1372,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.907046,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221601.908228,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,147,0,desconocido,0,1,147,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.011488,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,312,0,desconocido,0,1,312,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.011888,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,207,0,desconocido,0,1,207,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.115627,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,108,0,desconocido,0,1,108,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.115728,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,300,0,desconocido,0,1,300,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232137,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,1452,0,desconocido,0,1,1452,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232137,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,1452,0,desconocido,0,1,1452,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232137,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,1466,0,desconocido,0,1,1466,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232176,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232385,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,1390,0,desconocido,0,1,1390,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232385,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,88,0,desconocido,0,1,88,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232402,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.232539,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.336593,172.67.159.70,443,192.168.18.14,41433,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.336619,192.168.18.14,41433,172.67.159.70,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.682116,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.682149,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.682165,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.682191,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.682191,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.682212,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.68224,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.68224,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221602.749781,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.274659,162.159.133.234,443,192.168.18.14,46254,tcp,desconocido,0,112,0,desconocido,0,1,112,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.280507,192.168.18.14,64436,192.168.18.1,53,udp,desconocido,0,76,0,desconocido,0,1,76,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.293471,192.168.18.1,53,192.168.18.14,64436,udp,desconocido,0,92,0,desconocido,0,1,92,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.294082,192.168.18.14,64620,192.168.18.1,53,udp,desconocido,0,76,0,desconocido,0,1,76,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.307079,192.168.18.1,53,192.168.18.14,64620,udp,desconocido,0,182,0,desconocido,0,1,182,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.307362,192.168.18.14,41436,190.98.160.114,80,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.319806,190.98.160.114,80,192.168.18.14,41436,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.319856,192.168.18.14,41436,190.98.160.114,80,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.32038,192.168.18.14,41436,190.98.160.114,80,tcp,desconocido,0,148,0,desconocido,0,1,148,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.326949,192.168.18.14,46254,162.159.133.234,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.332145,190.98.160.114,80,192.168.18.14,41436,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.332172,192.168.18.14,41436,190.98.160.114,80,tcp,desconocido,0,66,0,desconocido,0,1,66,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.332381,190.98.160.114,80,192.168.18.14,41436,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.332602,190.98.160.114,80,192.168.18.14,41436,tcp,desconocido,0,233,0,desconocido,0,1,233,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.332693,192.168.18.14,41436,190.98.160.114,80,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.333048,190.98.160.114,80,192.168.18.14,41436,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.333069,192.168.18.14,41436,190.98.160.114,80,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.344511,190.98.160.114,80,192.168.18.14,41436,tcp,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.650048,162.159.133.234,443,192.168.18.14,46254,tcp,desconocido,0,449,0,desconocido,0,1,449,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.681936,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.681962,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.681981,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.682076,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.682076,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.682076,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.682076,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.682076,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.697938,192.168.18.14,46254,162.159.133.234,443,tcp,desconocido,0,54,0,desconocido,0,1,54,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221603.74826,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.680913,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.680942,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.680942,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.680975,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.680975,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.68101,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
1748221604.68101,0.0.0.0,0,0.0.0.0,0,desconocido,desconocido,0,60,0,desconocido,0,1,60,0,0,desconocido,0,0,0,desconocido,desconocido,desconocido,desconocido,0,0,0,0
